2;5;4;4;5;4;2;5;2;5;5;5;5;neutral or dissatisfied;76645
3;2;2;5;2;3;3;2;3;2;4;5;4;neutral or dissatisfied;100462
2;2;3;4;2;1;1;2;1;2;4;3;3;neutral or dissatisfied;54164
3;4;4;4;5;3;3;4;4;4;4;4;3;satisfied;6147
3;3;3;4;4;3;3;5;3;4;4;4;1;neutral or dissatisfied;1262
5;1;3;5;1;5;5;1;5;1;4;5;5;satisfied;20310
2;3;4;3;3;2;2;3;3;3;2;3;5;satisfied;46896
3;1;3;2;1;1;5;1;3;2;4;4;1;neutral or dissatisfied;7237
4;5;4;4;5;4;4;3;5;4;4;4;5;satisfied;44293
1;4;4;4;5;1;1;2;5;4;4;5;4;satisfied;52496
3;4;2;5;1;5;2;3;3;5;5;5;1;neutral or dissatisfied;68263
4;1;5;4;1;3;4;1;4;1;1;4;2;satisfied;5289
5;5;2;2;3;5;3;5;4;2;2;2;4;satisfied;109359
5;3;4;2;3;5;5;3;5;3;4;5;1;satisfied;94988
4;3;1;1;4;3;3;4;4;4;3;4;5;satisfied;53605
4;2;5;2;2;0;4;2;4;2;1;2;2;satisfied;11005
5;1;5;5;2;3;3;1;2;5;5;5;1;satisfied;14794
1;4;4;4;1;1;1;4;3;4;4;4;2;satisfied;49480
1;4;3;5;3;4;1;3;1;3;1;5;4;neutral or dissatisfied;120440
3;2;2;4;2;4;4;2;3;2;4;5;5;neutral or dissatisfied;55823
2;4;4;4;5;2;2;5;5;4;4;4;5;satisfied;107792
1;4;2;2;5;1;2;3;4;2;2;2;4;satisfied;80531
5;5;5;5;3;5;2;4;3;5;5;5;5;satisfied;128145
4;3;4;3;2;1;4;3;3;3;3;1;2;satisfied;63370
3;4;5;3;4;3;3;4;3;4;5;2;4;neutral or dissatisfied;12452
5;5;5;5;2;3;3;5;3;5;5;5;5;satisfied;16145
1;3;1;3;3;1;1;3;1;3;2;4;1;neutral or dissatisfied;44418
2;3;5;5;4;2;2;3;5;5;5;5;3;satisfied;95746
4;5;1;3;5;4;4;5;4;5;2;3;2;neutral or dissatisfied;41134
3;2;3;1;4;1;3;5;1;1;1;1;1;neutral or dissatisfied;3214
5;2;5;5;2;5;5;2;5;2;5;4;3;satisfied;74101
4;3;3;4;3;5;4;3;4;3;4;4;5;neutral or dissatisfied;106220
2;4;4;5;3;2;1;4;4;5;5;5;3;satisfied;88134
4;4;3;4;4;5;4;4;4;4;3;5;3;satisfied;64475
3;2;2;4;2;5;3;2;3;2;4;5;4;neutral or dissatisfied;123812
3;5;4;4;3;3;3;3;5;4;4;4;3;satisfied;88893
1;5;5;5;5;1;1;3;1;5;5;5;5;satisfied;31244
3;1;3;4;1;4;3;1;3;1;5;5;4;neutral or dissatisfied;97762
3;4;4;4;5;3;3;4;5;4;4;4;4;satisfied;59851
3;5;2;4;5;4;3;5;3;5;5;3;4;neutral or dissatisfied;25137
3;3;5;5;3;5;3;3;3;3;4;5;3;neutral or dissatisfied;18412
2;3;5;3;3;2;2;3;2;3;1;3;4;neutral or dissatisfied;87192
3;4;3;3;3;4;4;3;4;3;3;3;4;neutral or dissatisfied;127062
4;1;1;5;1;5;4;1;4;1;2;3;3;satisfied;112169
3;4;3;3;1;2;5;4;4;3;3;3;3;neutral or dissatisfied;127798
2;1;4;3;1;1;1;1;1;1;1;3;2;neutral or dissatisfied;91778
5;2;1;3;2;5;5;2;2;2;5;2;1;satisfied;42609
3;2;5;4;2;4;3;2;3;2;4;4;5;neutral or dissatisfied;67482
4;4;4;1;5;4;4;4;4;1;1;1;4;neutral or dissatisfied;91108
2;2;4;5;2;2;2;2;2;2;4;4;3;neutral or dissatisfied;102318
0;2;1;5;2;0;0;2;0;2;4;3;4;satisfied;51281
3;2;3;3;1;1;3;1;1;3;3;3;2;neutral or dissatisfied;6528
5;5;5;5;3;5;5;2;5;5;5;5;3;satisfied;121232
5;5;5;5;3;5;4;5;4;5;5;5;4;satisfied;72478
1;1;3;3;1;4;4;1;1;1;2;3;3;neutral or dissatisfied;122788
1;4;4;4;4;1;1;5;5;4;4;4;3;satisfied;5528
1;3;0;1;3;5;0;3;2;1;1;3;5;neutral or dissatisfied;107726
1;2;4;5;2;5;1;2;1;2;3;4;5;neutral or dissatisfied;72606
4;4;5;5;4;0;4;4;4;4;3;4;4;satisfied;75522
2;1;2;2;4;2;2;2;2;2;2;2;3;neutral or dissatisfied;125687
2;5;3;3;3;2;2;3;4;3;3;3;3;satisfied;79908
0;2;4;5;2;0;0;2;0;2;4;4;5;satisfied;117345
1;5;4;4;5;4;2;2;1;5;2;5;5;neutral or dissatisfied;73465
3;4;4;4;5;3;3;3;5;4;4;4;3;satisfied;95851
1;1;2;4;1;3;3;1;1;1;1;3;4;neutral or dissatisfied;44992
0;5;0;4;4;4;0;5;5;4;4;4;4;satisfied;70631
4;2;4;4;5;5;5;3;3;4;4;4;3;satisfied;13761
3;4;2;4;4;5;3;4;3;4;5;4;5;neutral or dissatisfied;74968
2;3;2;2;1;1;1;2;3;2;2;2;3;neutral or dissatisfied;12371
5;5;3;5;5;5;5;5;5;5;1;3;1;satisfied;8378
2;3;2;2;1;2;2;4;2;2;2;2;1;neutral or dissatisfied;82080
4;5;3;5;5;4;4;5;4;5;5;4;3;satisfied;107972
5;4;2;2;3;5;5;4;4;2;2;2;4;satisfied;101228
1;4;4;4;4;1;1;2;4;4;4;4;5;satisfied;85577
5;4;1;3;4;3;5;4;5;4;1;3;4;satisfied;2717
5;3;2;4;3;1;5;3;5;3;4;4;4;satisfied;88529
4;4;4;4;1;2;2;5;4;4;4;4;3;neutral or dissatisfied;91613
4;4;2;4;4;4;4;4;4;4;1;3;4;neutral or dissatisfied;88865
5;5;3;3;3;5;5;5;4;3;3;3;3;satisfied;96960
4;4;4;4;2;2;2;5;3;4;4;4;5;satisfied;51191
4;5;5;3;4;4;5;2;4;3;3;3;5;neutral or dissatisfied;9461
3;2;2;4;2;3;3;2;3;2;5;5;3;neutral or dissatisfied;66384
1;1;2;4;1;0;1;1;1;1;3;5;4;neutral or dissatisfied;41934
2;3;4;5;5;4;2;5;2;5;4;4;3;neutral or dissatisfied;25381
2;2;4;4;2;2;4;3;4;4;4;4;1;satisfied;14757
1;5;4;4;5;1;1;2;5;4;4;4;5;satisfied;94013
2;1;5;3;1;1;1;1;2;1;1;1;1;neutral or dissatisfied;80107
1;5;4;4;5;1;1;5;1;5;1;4;1;neutral or dissatisfied;23590
3;2;3;3;1;4;4;3;2;3;3;3;1;neutral or dissatisfied;110384
4;3;4;4;2;2;2;3;1;4;4;4;5;satisfied;15069
3;1;2;3;1;3;3;1;3;1;2;3;3;neutral or dissatisfied;17128
5;5;3;5;5;2;2;5;5;5;4;5;2;satisfied;54060
3;4;3;3;3;2;2;5;4;3;3;3;3;neutral or dissatisfied;129240
4;1;4;4;1;4;4;1;4;1;5;4;4;satisfied;97165
2;4;2;4;4;2;3;4;4;4;5;5;3;satisfied;111696
3;3;4;4;3;3;3;3;3;3;4;4;4;neutral or dissatisfied;1887
2;4;3;3;4;3;3;4;2;4;4;3;3;neutral or dissatisfied;89086
4;3;2;5;3;4;4;3;4;3;3;5;3;neutral or dissatisfied;35485
1;5;3;2;5;1;1;1;3;2;3;2;5;neutral or dissatisfied;35719
3;3;3;3;3;1;3;3;3;3;4;4;3;neutral or dissatisfied;85669
4;2;5;5;2;4;4;2;4;2;2;1;4;neutral or dissatisfied;1137
1;5;4;4;3;1;1;4;4;4;4;4;4;satisfied;8358
4;4;5;5;3;4;4;3;4;5;5;5;5;satisfied;17217
3;5;5;4;5;5;3;5;3;5;3;5;4;neutral or dissatisfied;44847
1;5;5;4;5;5;1;5;1;5;5;5;5;neutral or dissatisfied;96673
1;1;2;4;1;3;3;1;1;3;5;3;1;neutral or dissatisfied;80152
1;2;5;1;2;1;1;2;1;2;1;3;3;neutral or dissatisfied;82277
2;3;1;5;3;4;2;3;2;3;4;3;2;neutral or dissatisfied;123927
1;1;3;3;1;3;3;1;1;1;3;3;3;neutral or dissatisfied;115766
4;2;4;5;2;5;0;2;0;2;3;4;5;satisfied;21134
3;5;4;4;4;3;3;4;3;4;1;3;4;neutral or dissatisfied;112062
2;2;5;5;4;3;2;3;5;5;5;5;4;satisfied;28643
0;1;4;4;1;0;0;1;0;1;5;4;4;satisfied;108010
3;4;4;4;5;2;3;3;5;4;4;4;3;satisfied;92145
5;5;5;3;5;5;5;5;5;5;1;3;1;satisfied;115846
2;4;4;4;5;2;2;5;4;4;4;4;4;satisfied;99685
3;4;2;3;3;3;3;2;4;3;3;3;4;satisfied;112072
3;3;4;4;3;4;3;3;3;3;5;2;2;neutral or dissatisfied;119226
2;1;4;1;1;2;2;1;2;1;4;2;1;neutral or dissatisfied;115925
1;4;1;4;4;5;1;4;1;4;4;1;5;neutral or dissatisfied;106552
3;4;3;3;5;5;3;4;4;3;3;3;4;neutral or dissatisfied;25126
2;4;4;2;4;2;2;5;4;2;4;2;4;satisfied;33426
2;4;5;4;2;3;3;2;2;2;3;3;1;neutral or dissatisfied;125844
3;4;5;5;3;3;3;4;4;5;5;5;4;satisfied;70328
2;1;2;2;3;5;2;4;1;2;2;4;4;neutral or dissatisfied;88847
1;5;2;5;5;5;1;5;1;5;3;5;4;neutral or dissatisfied;108398
3;5;5;5;3;3;3;4;4;5;5;5;4;satisfied;97316
2;2;3;3;2;2;2;2;2;2;2;2;2;neutral or dissatisfied;124811
5;5;4;5;5;1;1;5;5;5;3;3;5;satisfied;23012
3;5;3;5;3;5;3;3;4;5;5;5;5;neutral or dissatisfied;18088
3;4;3;5;5;4;3;4;3;5;5;5;5;neutral or dissatisfied;37982
1;3;1;3;3;1;1;3;1;3;4;4;5;neutral or dissatisfied;31332
2;4;3;3;4;2;2;2;5;3;3;3;4;satisfied;97455
1;4;4;4;1;1;1;2;5;4;4;4;2;satisfied;28901
4;4;2;5;4;4;4;4;4;4;3;4;5;neutral or dissatisfied;107606
4;5;4;4;5;4;4;5;5;3;3;4;5;satisfied;53258
3;3;5;5;4;3;3;3;2;5;5;5;4;satisfied;14292
5;5;4;4;3;5;5;3;5;4;4;4;3;satisfied;68232
4;3;4;1;3;4;4;3;4;3;4;1;1;neutral or dissatisfied;51224
2;2;4;4;2;5;2;2;4;5;3;5;2;neutral or dissatisfied;121386
2;2;5;3;2;2;2;2;2;2;3;2;3;satisfied;31668
3;1;1;4;1;3;3;3;1;4;2;5;1;neutral or dissatisfied;24628
2;5;5;4;5;2;2;5;4;5;3;4;4;satisfied;95876
2;1;4;4;1;4;2;2;1;3;2;5;1;neutral or dissatisfied;62793
1;2;3;3;2;3;1;2;1;2;1;2;2;neutral or dissatisfied;83516
4;4;1;3;4;3;3;4;4;4;2;4;4;satisfied;13221
3;4;3;5;4;2;2;4;3;4;4;4;4;neutral or dissatisfied;100404
2;1;5;5;5;0;2;5;2;5;1;1;4;neutral or dissatisfied;121453
2;2;3;3;2;3;3;2;2;2;3;3;1;neutral or dissatisfied;21454
4;4;5;5;4;3;2;4;4;4;5;4;4;satisfied;15937
4;5;5;5;5;4;4;3;5;5;5;5;4;satisfied;70105
5;5;4;4;5;4;5;5;5;5;4;4;4;satisfied;47540
2;4;2;2;4;2;2;3;4;2;2;2;5;satisfied;57561
3;4;3;3;4;5;4;5;4;3;3;3;2;neutral or dissatisfied;124103
5;5;2;3;5;5;5;5;5;5;3;1;2;satisfied;125736
3;4;1;3;4;1;3;4;3;4;1;4;3;neutral or dissatisfied;93362
0;4;3;3;5;5;0;4;5;3;3;3;5;satisfied;95429
2;4;5;5;5;2;4;4;4;5;5;5;3;satisfied;106943
2;3;3;4;3;5;2;3;2;3;3;4;3;neutral or dissatisfied;100691
2;3;5;4;3;2;2;3;2;3;3;4;5;neutral or dissatisfied;119948
4;4;4;3;4;5;5;4;4;4;3;4;4;neutral or dissatisfied;15778
3;4;5;5;5;3;3;4;3;5;5;5;3;satisfied;68342
1;4;4;5;4;0;1;4;1;4;3;4;3;neutral or dissatisfied;24665
4;5;5;5;5;4;2;4;4;5;5;5;3;satisfied;81029
3;4;2;5;4;5;3;4;3;4;5;4;5;neutral or dissatisfied;70371
0;3;4;4;4;4;0;4;0;4;4;4;3;satisfied;1386
5;5;1;1;5;1;1;5;5;5;3;2;2;satisfied;35225
4;5;4;4;4;4;4;5;5;4;4;4;4;satisfied;86204
3;4;5;5;4;5;4;4;4;4;5;4;3;neutral or dissatisfied;126370
4;5;5;4;5;3;4;5;4;5;2;4;3;satisfied;116184
5;4;5;5;3;5;5;3;5;5;5;5;3;satisfied;89613
4;4;4;3;3;4;4;2;5;3;3;3;4;satisfied;99020
3;3;3;3;4;3;3;4;4;4;2;2;1;satisfied;18463
2;4;4;5;4;2;2;4;2;4;5;5;3;neutral or dissatisfied;96637
1;4;4;5;5;1;1;4;5;5;5;5;4;satisfied;114678
1;5;4;4;3;1;1;5;4;4;4;4;4;satisfied;97639
4;5;4;4;4;5;4;4;3;4;4;4;3;satisfied;75061
4;4;4;2;5;5;4;2;4;2;2;2;3;neutral or dissatisfied;51744
3;4;3;4;5;4;3;4;4;4;4;4;3;neutral or dissatisfied;44413
5;4;5;5;5;5;5;4;4;5;5;5;4;satisfied;2389
2;3;5;5;3;4;3;3;3;3;5;4;4;neutral or dissatisfied;105062
3;1;3;3;3;5;3;1;1;3;3;3;4;neutral or dissatisfied;91464
1;5;5;4;2;4;1;2;1;2;3;4;4;neutral or dissatisfied;55721
4;5;5;5;3;4;4;5;4;5;5;5;3;satisfied;65726
1;4;3;3;3;1;1;3;5;3;3;3;4;satisfied;8473
5;2;5;5;3;2;2;4;1;5;5;5;4;satisfied;13488
2;4;4;4;3;2;2;3;5;4;4;4;3;satisfied;58611
2;2;4;5;2;5;2;2;2;2;4;4;4;neutral or dissatisfied;39607
3;5;3;5;4;4;3;4;4;5;5;5;4;neutral or dissatisfied;41704
2;1;2;4;1;4;2;1;2;1;3;3;4;neutral or dissatisfied;126579
4;5;4;3;3;1;1;2;5;3;3;3;4;satisfied;44232
4;4;4;1;3;4;4;3;4;1;1;2;4;neutral or dissatisfied;44021
3;1;1;4;4;4;3;4;3;4;2;1;2;neutral or dissatisfied;67502
0;4;2;2;3;5;0;4;4;2;2;2;4;satisfied;19525
2;2;3;2;3;1;1;2;2;2;2;2;2;neutral or dissatisfied;110015
4;4;2;4;4;4;4;4;4;4;3;5;5;neutral or dissatisfied;30960
2;5;2;3;4;4;2;5;4;3;3;3;5;neutral or dissatisfied;2153
4;5;3;4;4;0;4;4;4;4;4;5;4;satisfied;115097
4;4;5;5;4;4;4;2;5;5;5;5;4;satisfied;63204
2;2;4;5;2;2;2;2;2;3;5;4;2;satisfied;113849
1;3;1;1;2;2;2;4;3;1;1;1;4;neutral or dissatisfied;95508
4;5;2;2;5;4;4;4;5;2;2;2;5;satisfied;112350
4;4;3;3;4;4;4;4;4;4;3;2;2;satisfied;20650
4;5;5;4;5;4;4;5;5;4;4;4;3;satisfied;65517
3;3;5;3;3;4;5;3;3;3;1;4;4;neutral or dissatisfied;116988
4;5;4;3;5;4;4;5;4;3;3;5;5;neutral or dissatisfied;116210
2;2;4;4;3;2;2;4;5;4;4;4;1;satisfied;15218
2;5;2;3;5;2;2;5;5;1;1;3;5;satisfied;35387
4;4;4;3;4;5;5;4;4;4;3;5;5;satisfied;20002
3;3;1;4;3;4;3;3;3;3;4;3;4;neutral or dissatisfied;102927
3;2;4;3;2;3;3;2;3;2;3;4;4;neutral or dissatisfied;92462
3;1;5;3;1;4;2;1;2;1;2;3;5;neutral or dissatisfied;70950
3;5;4;4;5;3;3;5;4;4;4;4;5;satisfied;76034
3;5;5;3;5;3;2;5;2;5;2;4;4;neutral or dissatisfied;97177
2;2;5;5;2;4;2;2;2;2;3;5;4;neutral or dissatisfied;51719
2;4;3;5;4;2;2;4;4;4;3;3;5;satisfied;129201
1;4;0;1;3;5;0;2;5;1;1;1;4;neutral or dissatisfied;35558
1;5;5;5;3;1;1;3;5;5;5;5;4;satisfied;109398
2;5;3;5;5;2;2;5;5;5;5;5;4;satisfied;65351
2;3;2;3;1;3;2;4;4;3;3;2;3;neutral or dissatisfied;102482
1;1;3;5;1;4;1;1;1;1;4;5;5;neutral or dissatisfied;17932
3;4;3;5;5;4;3;4;5;5;5;3;5;neutral or dissatisfied;122276
2;1;4;3;1;2;2;1;2;1;3;4;4;neutral or dissatisfied;57484
1;5;3;3;3;1;1;5;4;3;3;3;5;satisfied;121069
2;2;3;4;2;4;2;2;2;2;5;5;5;neutral or dissatisfied;41414
3;3;2;3;3;3;3;3;3;3;3;3;3;neutral or dissatisfied;49839
2;2;2;3;2;1;1;2;2;2;1;3;1;neutral or dissatisfied;48189
4;5;3;5;5;4;4;5;4;5;4;5;3;neutral or dissatisfied;82445
4;5;4;4;3;4;4;4;4;4;4;4;3;satisfied;108108
1;1;4;4;1;1;1;1;1;1;1;4;4;neutral or dissatisfied;63984
5;4;5;5;3;5;5;3;5;5;5;5;5;satisfied;105287
3;5;2;3;5;2;5;5;5;5;3;3;4;neutral or dissatisfied;9385
5;5;3;4;5;4;4;5;5;5;4;1;5;satisfied;25265
3;3;1;4;3;5;5;3;3;3;1;3;3;neutral or dissatisfied;119844
2;3;2;2;1;4;1;2;2;2;2;2;2;neutral or dissatisfied;33840
1;1;5;4;1;1;1;1;1;1;2;4;2;neutral or dissatisfied;81815
4;1;1;3;1;2;3;1;3;1;4;3;3;satisfied;83524
2;4;5;5;3;2;2;5;4;5;5;5;5;satisfied;78999
