41440;Female;26;disloyal Customer;14
15963;Female;44;Loyal Customer;6
64303;Female;24;disloyal Customer;23
3608;Female;54;Loyal Customer;9
7744;Male;42;Loyal Customer;28
21276;Male;36;disloyal Customer;77
58576;Female;61;Loyal Customer;11
53888;Female;50;Loyal Customer;27
10980;Male;27;Loyal Customer;9
54151;Male;55;Loyal Customer;38
115641;Male;21;disloyal Customer;51
58584;Female;31;Loyal Customer;59
50472;Female;37;disloyal Customer;51
102623;Female;50;Loyal Customer;27
31533;Female;21;Loyal Customer;31
42287;Female;53;Loyal Customer;14
70467;Male;45;Loyal Customer;31
20461;Female;42;disloyal Customer;59
113346;Male;59;Loyal Customer;11
115566;Female;54;Loyal Customer;35
119896;Female;46;Loyal Customer;34
88853;Female;52;Loyal Customer;6
24895;Female;38;Loyal Customer;34
31122;Male;35;Loyal Customer;59
91231;Female;41;Loyal Customer;43
61426;Female;40;disloyal Customer;58
68873;Female;36;disloyal Customer;1
125701;Male;67;Loyal Customer;50
94999;Female;38;Loyal Customer;16
56694;Female;50;Loyal Customer;74
62010;Male;50;Loyal Customer;22
95868;Male;54;Loyal Customer;22
123064;Male;56;Loyal Customer;62
103418;Male;38;Loyal Customer;49
73456;Female;7;Loyal Customer;33
8851;Female;32;Loyal Customer;54
64241;Male;45;Loyal Customer;16
81723;Male;25;disloyal Customer;68
88237;Female;45;Loyal Customer;47
50619;Male;34;Loyal Customer;53
54444;Male;20;Loyal Customer;7
64765;Female;36;disloyal Customer;43
15941;Male;36;disloyal Customer;18
14965;Male;27;Loyal Customer;45
36897;Male;40;Loyal Customer;25
127954;Male;31;Loyal Customer;39
27872;Male;25;Loyal Customer;70
35854;Male;42;Loyal Customer;49
14527;Female;45;Loyal Customer;28
47021;Male;59;Loyal Customer;73
11224;Male;34;Loyal Customer;20
3921;Female;22;Loyal Customer;73
69463;Male;21;Loyal Customer;57
47050;Male;26;Loyal Customer;68
21970;Male;37;Loyal Customer;58
30046;Male;38;Loyal Customer;29
1256;Female;17;Loyal Customer;3
73813;Male;15;Loyal Customer;15
110928;Female;53;Loyal Customer;74
102981;Male;39;disloyal Customer;53
61571;Male;40;Loyal Customer;70
3796;Female;28;disloyal Customer;20
73906;Female;27;disloyal Customer;4
74090;Female;41;Loyal Customer;71
76645;Female;7;Loyal Customer;59
100462;Male;48;disloyal Customer;18
54164;Male;13;Loyal Customer;43
6147;Female;48;Loyal Customer;74
1262;Female;49;Loyal Customer;25
20310;Male;26;disloyal Customer;59
46896;Male;22;Loyal Customer;40
7237;Female;53;Loyal Customer;59
44293;Female;43;Loyal Customer;58
52496;Male;56;Loyal Customer;3
68263;Female;69;Loyal Customer;11
5289;Male;59;Loyal Customer;2
109359;Female;56;Loyal Customer;42
94988;Male;11;Loyal Customer;20
53605;Female;25;Loyal Customer;26
11005;Female;29;disloyal Customer;28
14794;Female;48;Loyal Customer;1
49480;Female;42;Loyal Customer;62
120440;Male;15;disloyal Customer;18
55823;Female;49;disloyal Customer;68
107792;Male;41;Loyal Customer;26
80531;Male;43;Loyal Customer;50
128145;Male;60;Loyal Customer;14
63370;Female;42;Loyal Customer;47
12452;Female;8;Loyal Customer;45
16145;Female;42;Loyal Customer;6
44418;Male;18;disloyal Customer;30
95746;Male;47;Loyal Customer;57
41134;Female;27;disloyal Customer;6
3214;Female;67;Loyal Customer;73
74101;Male;38;disloyal Customer;35
106220;Female;20;disloyal Customer;72
88134;Female;60;Loyal Customer;76
64475;Male;23;disloyal Customer;2
123812;Male;25;disloyal Customer;3
88893;Female;38;Loyal Customer;59
31244;Female;40;Loyal Customer;12
97762;Male;19;Loyal Customer;15
59851;Female;61;Loyal Customer;65
25137;Male;44;Loyal Customer;11
18412;Female;22;Loyal Customer;9
87192;Female;8;disloyal Customer;71
127062;Female;45;Loyal Customer;11
112169;Male;46;Loyal Customer;70
127798;Female;54;Loyal Customer;53
91778;Male;62;Loyal Customer;21
42609;Female;25;Loyal Customer;39
67482;Female;32;Loyal Customer;27
91108;Female;65;Loyal Customer;7
102318;Male;40;disloyal Customer;53
51281;Female;30;Loyal Customer;20
6528;Female;67;Loyal Customer;52
121232;Male;51;Loyal Customer;26
72478;Female;47;Loyal Customer;11
122788;Female;38;Loyal Customer;46
5528;Male;54;Loyal Customer;19
107726;Female;57;Loyal Customer;62
72606;Male;13;Loyal Customer;19
75522;Female;20;disloyal Customer;65
125687;Female;45;Loyal Customer;37
79908;Female;51;Loyal Customer;8
117345;Male;25;disloyal Customer;11
73465;Female;39;Loyal Customer;62
95851;Female;46;Loyal Customer;70
44992;Male;53;Loyal Customer;13
70631;Female;61;Loyal Customer;32
13761;Female;61;Loyal Customer;29
74968;Male;16;Loyal Customer;19
12371;Female;44;Loyal Customer;76
8378;Female;17;Loyal Customer;44
82080;Female;50;Loyal Customer;71
107972;Female;40;disloyal Customer;47
101228;Male;47;Loyal Customer;72
85577;Female;80;Loyal Customer;1
2717;Female;38;Loyal Customer;40
88529;Male;31;Loyal Customer;15
91613;Male;59;Loyal Customer;12
88865;Female;22;Loyal Customer;21
96960;Female;53;Loyal Customer;20
51191;Female;56;Loyal Customer;51
9461;Female;48;Loyal Customer;25
66384;Male;38;disloyal Customer;30
41934;Male;64;Loyal Customer;44
25381;Male;67;Loyal Customer;38
14757;Female;62;Loyal Customer;20
94013;Male;57;Loyal Customer;21
80107;Female;27;disloyal Customer;16
23590;Female;25;disloyal Customer;23
110384;Female;52;Loyal Customer;65
15069;Female;45;Loyal Customer;58
17128;Female;23;disloyal Customer;21
54060;Male;55;Loyal Customer;38
129240;Male;53;Loyal Customer;2
97165;Female;9;Loyal Customer;66
111696;Male;33;Loyal Customer;12
1887;Male;64;disloyal Customer;44
89086;Female;8;disloyal Customer;36
35485;Male;34;Loyal Customer;61
35719;Male;59;Loyal Customer;69
85669;Female;13;Loyal Customer;16
1137;Male;44;Loyal Customer;3
8358;Male;54;Loyal Customer;8
17217;Male;36;Loyal Customer;69
44847;Female;11;Loyal Customer;50
96673;Female;32;Loyal Customer;27
80152;Male;42;Loyal Customer;73
82277;Female;27;disloyal Customer;57
123927;Male;33;Loyal Customer;33
115766;Female;28;Loyal Customer;13
21134;Male;44;Loyal Customer;22
112062;Male;49;disloyal Customer;10
28643;Male;59;Loyal Customer;52
108010;Male;20;disloyal Customer;51
92145;Female;46;Loyal Customer;24
115846;Male;36;Loyal Customer;39
99685;Female;62;Loyal Customer;67
112072;Male;59;Loyal Customer;20
119226;Female;29;Loyal Customer;11
115925;Female;41;disloyal Customer;51
106552;Male;7;Loyal Customer;3
25126;Female;65;Loyal Customer;71
33426;Male;50;Loyal Customer;10
125844;Female;20;Loyal Customer;48
70328;Female;58;Loyal Customer;24
88847;Female;45;Loyal Customer;10
108398;Male;46;Loyal Customer;34
97316;Female;43;Loyal Customer;16
124811;Male;26;disloyal Customer;70
23012;Male;41;Loyal Customer;73
18088;Female;50;Loyal Customer;26
37982;Male;38;Loyal Customer;34
31332;Female;38;disloyal Customer;67
97455;Female;55;Loyal Customer;7
28901;Female;49;Loyal Customer;42
107606;Male;33;disloyal Customer;2
53258;Female;57;Loyal Customer;58
14292;Female;35;Loyal Customer;43
68232;Female;40;Loyal Customer;23
51224;Female;37;disloyal Customer;38
121386;Female;52;Loyal Customer;53
31668;Male;41;Loyal Customer;6
24628;Female;14;Loyal Customer;14
95876;Female;32;Loyal Customer;48
62793;Male;11;Loyal Customer;34
83516;Male;12;Loyal Customer;62
13221;Male;41;Loyal Customer;70
100404;Female;45;disloyal Customer;60
121453;Male;21;disloyal Customer;52
21454;Female;31;Loyal Customer;62
15937;Male;38;Loyal Customer;30
70105;Male;40;Loyal Customer;72
47540;Male;13;Loyal Customer;36
57561;Female;44;Loyal Customer;51
124103;Female;66;Loyal Customer;33
125736;Female;30;Loyal Customer;50
93362;Male;44;Loyal Customer;26
95429;Female;53;Loyal Customer;15
106943;Female;37;Loyal Customer;45
100691;Female;39;Loyal Customer;15
119948;Male;29;disloyal Customer;19
15778;Male;38;Loyal Customer;68
68342;Male;59;Loyal Customer;12
24665;Male;19;Loyal Customer;43
81029;Female;39;Loyal Customer;76
70371;Male;22;Loyal Customer;57
1386;Male;50;Loyal Customer;47
35225;Male;22;Loyal Customer;35
86204;Male;56;Loyal Customer;64
126370;Male;39;Loyal Customer;4
116184;Male;29;Loyal Customer;14
89613;Male;42;Loyal Customer;73
99020;Male;56;Loyal Customer;60
18463;Male;27;Loyal Customer;66
96637;Female;21;disloyal Customer;19
114678;Female;42;Loyal Customer;36
97639;Female;48;Loyal Customer;36
75061;Male;53;Loyal Customer;26
51744;Female;64;Loyal Customer;74
44413;Female;49;Loyal Customer;66
2389;Female;49;Loyal Customer;63
105062;Male;23;Loyal Customer;16
91464;Male;50;Loyal Customer;45
55721;Male;51;Loyal Customer;63
65726;Male;34;Loyal Customer;61
8473;Female;49;Loyal Customer;23
13488;Female;56;Loyal Customer;19
58611;Male;46;Loyal Customer;20
39607;Male;25;Loyal Customer;53
41704;Female;68;Loyal Customer;22
126579;Female;10;Loyal Customer;4
44232;Female;44;Loyal Customer;7
44021;Male;61;Loyal Customer;70
67502;Female;18;Loyal Customer;20
19525;Female;58;Loyal Customer;24
110015;Female;58;Loyal Customer;66
30960;Male;64;Loyal Customer;50
2153;Male;66;Loyal Customer;25
115097;Female;21;disloyal Customer;68
63204;Male;39;Loyal Customer;54
113849;Male;50;Loyal Customer;5
95508;Female;43;Loyal Customer;59
112350;Male;41;Loyal Customer;76
20650;Male;46;Loyal Customer;3
65517;Male;41;Loyal Customer;71
116988;Female;31;Loyal Customer;44
116210;Female;53;Loyal Customer;17
15218;Female;39;Loyal Customer;17
35387;Female;53;Loyal Customer;2
20002;Male;25;Loyal Customer;64
102927;Female;20;disloyal Customer;68
92462;Male;46;disloyal Customer;8
70950;Male;10;Loyal Customer;33
76034;Female;47;Loyal Customer;41
97177;Male;32;Loyal Customer;67
51719;Female;14;Loyal Customer;57
129201;Female;16;Loyal Customer;67
35558;Female;53;Loyal Customer;76
109398;Male;55;Loyal Customer;43
65351;Female;28;Loyal Customer;68
102482;Female;49;Loyal Customer;29
17932;Male;54;Loyal Customer;68
122276;Female;70;Loyal Customer;74
57484;Female;25;disloyal Customer;54
121069;Female;48;Loyal Customer;25
41414;Male;7;Loyal Customer;38
49839;Male;39;Loyal Customer;20
48189;Male;79;Loyal Customer;37
82445;Female;28;disloyal Customer;40
108108;Male;41;Loyal Customer;8
63984;Female;27;disloyal Customer;21
105287;Female;59;Loyal Customer;49
9385;Female;21;Loyal Customer;35
25265;Male;48;Loyal Customer;46
119844;Male;53;Loyal Customer;67
33840;Female;42;Loyal Customer;68
81815;Female;48;disloyal Customer;66
83524;Male;59;Loyal Customer;37
78999;Female;53;Loyal Customer;74
46712;Male;24;Loyal Customer;65
41188;Male;56;Loyal Customer;16
5326;Female;42;Loyal Customer;38
80176;Female;24;disloyal Customer;39
46900;Male;28;Loyal Customer;15
89219;Female;17;Loyal Customer;4
17928;Male;31;Loyal Customer;65
55425;Male;60;Loyal Customer;18
88130;Male;39;disloyal Customer;15
48354;Female;47;Loyal Customer;17
105905;Male;60;Loyal Customer;3
60943;Male;13;Loyal Customer;18
101584;Male;29;disloyal Customer;74
71388;Female;45;Loyal Customer;67
77866;Male;44;Loyal Customer;19
49223;Female;50;Loyal Customer;67
106530;Female;26;Loyal Customer;5
28676;Female;27;Loyal Customer;61
39553;Male;16;Loyal Customer;61
109597;Female;24;disloyal Customer;52
62291;Male;34;disloyal Customer;42
40177;Female;30;Loyal Customer;65
33413;Male;50;Loyal Customer;28
127599;Male;21;disloyal Customer;5
66723;Male;61;Loyal Customer;33
73698;Female;32;Loyal Customer;68
27641;Female;22;Loyal Customer;21
83891;Male;46;Loyal Customer;47
51662;Female;15;disloyal Customer;13
19833;Female;29;Loyal Customer;66
63416;Female;12;Loyal Customer;18
7645;Male;50;disloyal Customer;17
86002;Male;54;Loyal Customer;55
64457;Male;69;Loyal Customer;48
109551;Male;38;Loyal Customer;21
86553;Female;25;disloyal Customer;49
17491;Male;26;Loyal Customer;23
114667;Female;53;Loyal Customer;18
59149;Male;47;Loyal Customer;11
74892;Male;42;Loyal Customer;61
15197;Male;19;disloyal Customer;31
6867;Male;63;Loyal Customer;23
111943;Male;18;disloyal Customer;10
46720;Male;52;Loyal Customer;19
67966;Male;60;Loyal Customer;28
33341;Male;38;Loyal Customer;60
50319;Male;41;Loyal Customer;53
82927;Male;41;Loyal Customer;4
14562;Female;15;disloyal Customer;65
108335;Female;49;Loyal Customer;27
97959;Male;18;Loyal Customer;41
1026;Female;39;Loyal Customer;48
26910;Female;25;Loyal Customer;17
14054;Male;28;disloyal Customer;40
109458;Female;37;Loyal Customer;71
51772;Female;31;Loyal Customer;68
15019;Female;32;Loyal Customer;30
23664;Female;25;disloyal Customer;50
6731;Male;55;Loyal Customer;2
57753;Male;51;Loyal Customer;59
29788;Female;40;Loyal Customer;40
28336;Male;25;Loyal Customer;66
2878;Female;70;Loyal Customer;3
81675;Female;55;Loyal Customer;42
50905;Male;53;Loyal Customer;12
90850;Male;73;Loyal Customer;38
29340;Female;32;Loyal Customer;44
68731;Male;30;Loyal Customer;72
115978;Male;19;Loyal Customer;5
29829;Male;33;Loyal Customer;22
82401;Female;13;Loyal Customer;34
80083;Male;53;Loyal Customer;68
42783;Female;31;disloyal Customer;54
39020;Male;62;Loyal Customer;55
46111;Male;29;Loyal Customer;55
66327;Male;57;Loyal Customer;27
43012;Male;34;Loyal Customer;5
82776;Male;45;disloyal Customer;44
48215;Female;65;Loyal Customer;67
57441;Female;48;Loyal Customer;26
55928;Female;8;Loyal Customer;45
98446;Male;36;Loyal Customer;38
121273;Female;48;Loyal Customer;69
59385;Female;10;Loyal Customer;40
27078;Male;24;disloyal Customer;41
104661;Male;52;Loyal Customer;77
111483;Male;43;disloyal Customer;62
11558;Female;21;Loyal Customer;41
83673;Female;24;disloyal Customer;2
120382;Male;40;disloyal Customer;50
82170;Female;8;Loyal Customer;71
117397;Female;40;Loyal Customer;26
59357;Male;41;Loyal Customer;11
91983;Female;67;Loyal Customer;30
119617;Male;40;Loyal Customer;10
90639;Female;51;Loyal Customer;77
59638;Female;59;Loyal Customer;4
119074;Male;29;Loyal Customer;13
13395;Male;70;Loyal Customer;16
108871;Male;12;Loyal Customer;50
104029;Male;26;disloyal Customer;73
12025;Male;41;Loyal Customer;21
42755;Male;60;Loyal Customer;4
32936;Male;39;Loyal Customer;49
53978;Female;68;Loyal Customer;70
70029;Male;32;Loyal Customer;9
96407;Male;18;Loyal Customer;44
127129;Male;15;Loyal Customer;54
113946;Female;43;Loyal Customer;44
40606;Male;49;Loyal Customer;47
7742;Male;25;Loyal Customer;1
128529;Female;50;Loyal Customer;75
80556;Female;39;Loyal Customer;58
22155;Female;33;Loyal Customer;45
56314;Male;17;Loyal Customer;66
82206;Male;41;Loyal Customer;53
68344;Male;31;Loyal Customer;24
18464;Female;39;disloyal Customer;36
129310;Male;64;Loyal Customer;2
70613;Male;52;Loyal Customer;49
8558;Female;30;Loyal Customer;44
86840;Female;42;Loyal Customer;31
122170;Female;48;Loyal Customer;19
24839;Male;29;Loyal Customer;26
87935;Female;23;disloyal Customer;16
10735;Male;74;Loyal Customer;37
118083;Male;60;Loyal Customer;75
15189;Female;46;Loyal Customer;13
116832;Male;55;Loyal Customer;64
99415;Male;41;Loyal Customer;41
111821;Male;59;Loyal Customer;21
60089;Male;57;Loyal Customer;1
51644;Female;36;Loyal Customer;38
129771;Male;16;Loyal Customer;57
5412;Female;54;Loyal Customer;68
98444;Female;38;disloyal Customer;1
39113;Male;36;Loyal Customer;7
36518;Female;25;Loyal Customer;31
119576;Female;55;Loyal Customer;48
57227;Female;40;Loyal Customer;66
107365;Female;21;Loyal Customer;9
233;Female;38;disloyal Customer;27
70295;Female;10;Loyal Customer;4
110124;Female;60;Loyal Customer;13
46382;Female;45;disloyal Customer;34
121254;Male;54;disloyal Customer;8
92891;Male;51;Loyal Customer;53
57816;Male;44;Loyal Customer;31
36109;Female;46;Loyal Customer;30
1770;Male;20;disloyal Customer;47
70400;Female;44;Loyal Customer;66
75299;Male;36;Loyal Customer;64
121885;Female;13;Loyal Customer;32
93772;Male;38;Loyal Customer;46
15078;Female;33;Loyal Customer;43
17597;Male;63;Loyal Customer;16
4927;Female;60;Loyal Customer;76
32994;Female;62;Loyal Customer;69
8213;Female;50;Loyal Customer;16
53073;Female;24;Loyal Customer;46
19789;Female;15;Loyal Customer;35
84270;Male;34;Loyal Customer;67
74151;Female;36;Loyal Customer;73
117893;Female;50;Loyal Customer;71
15249;Male;19;Loyal Customer;27
114937;Male;52;Loyal Customer;51
85861;Male;50;Loyal Customer;43
17158;Female;26;disloyal Customer;11
128028;Female;49;disloyal Customer;50
3109;Male;54;Loyal Customer;37
6332;Male;27;disloyal Customer;30
129473;Male;60;Loyal Customer;33
70511;Male;10;Loyal Customer;65
8529;Female;15;Loyal Customer;37
44101;Female;20;disloyal Customer;62
20031;Male;52;Loyal Customer;1
2103;Male;60;Loyal Customer;41
33484;Male;44;Loyal Customer;25
41094;Female;50;Loyal Customer;63
76419;Male;40;Loyal Customer;31
107120;Female;23;disloyal Customer;47
109543;Female;30;Loyal Customer;32
86687;Male;51;Loyal Customer;27
106144;Female;58;Loyal Customer;62
126649;Male;46;Loyal Customer;75
5451;Male;52;Loyal Customer;14
99445;Male;20;disloyal Customer;76
44102;Male;46;Loyal Customer;4
81994;Male;46;disloyal Customer;50
54677;Female;46;Loyal Customer;30
32338;Male;56;Loyal Customer;65
56855;Male;54;Loyal Customer;70
5993;Female;55;Loyal Customer;52
100442;Female;27;disloyal Customer;12
74164;Male;52;Loyal Customer;71
59220;Male;18;Loyal Customer;59
47033;Female;48;Loyal Customer;11
51724;Male;66;Loyal Customer;61
107246;Male;42;Loyal Customer;19
102045;Male;43;Loyal Customer;64
80996;Male;36;Loyal Customer;55
55696;Male;50;Loyal Customer;30
4705;Female;45;Loyal Customer;74
124533;Female;45;Loyal Customer;23
89236;Female;56;Loyal Customer;62
27404;Male;42;Loyal Customer;50
66299;Female;58;Loyal Customer;62
90250;Male;9;Loyal Customer;4
69604;Male;60;Loyal Customer;2
62231;Female;52;Loyal Customer;20
127414;Male;50;Loyal Customer;13
83287;Male;12;Loyal Customer;16
62159;Female;50;Loyal Customer;27
89936;Male;59;Loyal Customer;14
92960;Female;21;disloyal Customer;9
96429;Male;58;Loyal Customer;16
20254;Male;51;Loyal Customer;20
80034;Male;21;Loyal Customer;76
120984;Male;44;Loyal Customer;76
58651;Female;23;disloyal Customer;35
45129;Female;39;disloyal Customer;15
64820;Female;30;Loyal Customer;41
22529;Female;26;Loyal Customer;67
117917;Female;24;disloyal Customer;47
9639;Male;66;Loyal Customer;38
91209;Female;44;Loyal Customer;37
61396;Female;38;disloyal Customer;72
12717;Female;38;Loyal Customer;17
82915;Male;24;Loyal Customer;20
120263;Female;42;disloyal Customer;11
108065;Male;58;Loyal Customer;44
122726;Female;55;Loyal Customer;56
24852;Male;71;Loyal Customer;12
117853;Female;47;Loyal Customer;74
81119;Male;52;Loyal Customer;55
16367;Male;18;Loyal Customer;12
44186;Male;33;Loyal Customer;51
113137;Male;35;Loyal Customer;61
108721;Male;29;Loyal Customer;46
93342;Male;57;Loyal Customer;14
75321;Female;46;Loyal Customer;64
49436;Female;39;Loyal Customer;43
65748;Female;62;Loyal Customer;36
102057;Female;59;Loyal Customer;22
39468;Male;67;Loyal Customer;50
28492;Female;20;Loyal Customer;75
64793;Female;24;disloyal Customer;3
18513;Female;55;Loyal Customer;77
8799;Female;22;disloyal Customer;71
92140;Male;9;Loyal Customer;29
93211;Female;56;Loyal Customer;17
66112;Male;47;Loyal Customer;56
108771;Male;44;Loyal Customer;63
35164;Female;17;Loyal Customer;51
48375;Female;44;Loyal Customer;8
46358;Female;25;disloyal Customer;34
128508;Male;63;Loyal Customer;52
98704;Female;49;Loyal Customer;52
18274;Male;64;Loyal Customer;71
20972;Female;33;Loyal Customer;4
79500;Female;22;Loyal Customer;42
93098;Male;72;Loyal Customer;18
36733;Female;45;Loyal Customer;36
45812;Male;38;disloyal Customer;48
65598;Female;54;disloyal Customer;41
61803;Male;54;Loyal Customer;61
36818;Male;33;Loyal Customer;51
32419;Female;51;Loyal Customer;15
57621;Female;74;Loyal Customer;15
7577;Female;59;Loyal Customer;46
40216;Female;21;disloyal Customer;75
89656;Female;32;Loyal Customer;54
77601;Female;47;Loyal Customer;28
13121;Female;45;Loyal Customer;63
15903;Female;36;Loyal Customer;9
24590;Male;25;disloyal Customer;48
39616;Male;48;Loyal Customer;64
31853;Male;34;Loyal Customer;44
62199;Female;8;Loyal Customer;15
70191;Male;60;Loyal Customer;54
108648;Male;9;Loyal Customer;57
30969;Female;41;Loyal Customer;29
77620;Female;24;Loyal Customer;16
83491;Female;47;Loyal Customer;54
128941;Male;43;Loyal Customer;51
22663;Male;49;Loyal Customer;33
78836;Female;41;Loyal Customer;61
85042;Female;24;disloyal Customer;6
36786;Male;80;Loyal Customer;13
43842;Male;27;disloyal Customer;51
120292;Female;34;Loyal Customer;62
70616;Male;13;disloyal Customer;69
108944;Male;29;Loyal Customer;16
109590;Female;55;Loyal Customer;51
29471;Female;42;Loyal Customer;66
10953;Female;27;disloyal Customer;21
87170;Male;45;Loyal Customer;8
40114;Male;24;Loyal Customer;66
60959;Male;41;Loyal Customer;22
286;Female;41;Loyal Customer;29
99504;Male;38;Loyal Customer;76
118938;Male;67;Loyal Customer;58
28296;Male;37;Loyal Customer;67
101005;Male;49;Loyal Customer;29
51263;Male;50;Loyal Customer;4
1507;Male;51;Loyal Customer;39
72911;Male;51;Loyal Customer;54
83439;Male;22;disloyal Customer;26
39694;Male;34;Loyal Customer;47
98976;Male;68;Loyal Customer;41
28365;Male;57;Loyal Customer;52
54710;Male;52;Loyal Customer;77
65308;Male;40;Loyal Customer;50
52434;Female;64;Loyal Customer;16
36689;Female;65;Loyal Customer;62
12776;Male;50;Loyal Customer;70
94201;Female;20;disloyal Customer;72
81388;Female;28;disloyal Customer;75
116463;Male;15;Loyal Customer;1
66179;Male;21;disloyal Customer;31
88102;Female;26;Loyal Customer;73
26949;Female;17;Loyal Customer;73
124725;Female;64;Loyal Customer;49
115731;Female;44;Loyal Customer;75
99559;Female;47;Loyal Customer;39
1307;Male;53;Loyal Customer;55
79670;Male;58;Loyal Customer;21
114149;Male;48;Loyal Customer;13
13103;Female;44;Loyal Customer;5
59222;Male;60;Loyal Customer;45
94357;Male;51;Loyal Customer;6
97449;Male;49;Loyal Customer;40
125235;Female;14;disloyal Customer;46
113769;Female;19;Loyal Customer;25
36549;Female;24;disloyal Customer;36
108169;Female;50;Loyal Customer;64
94873;Male;39;disloyal Customer;11
123289;Male;21;Loyal Customer;56
20734;Female;30;disloyal Customer;39
33889;Male;7;Loyal Customer;51
74146;Male;40;Loyal Customer;66
55240;Male;50;Loyal Customer;73
23104;Female;28;Loyal Customer;36
42011;Male;49;Loyal Customer;16
115119;Male;58;Loyal Customer;57
101659;Male;23;disloyal Customer;13
93261;Male;48;Loyal Customer;72
106610;Female;23;Loyal Customer;13
91460;Male;56;Loyal Customer;30
44817;Female;33;Loyal Customer;2
115610;Male;39;Loyal Customer;27
60041;Female;25;disloyal Customer;3
92898;Female;42;Loyal Customer;33
31018;Female;56;Loyal Customer;74
81392;Female;20;disloyal Customer;54
111950;Male;29;Loyal Customer;38
80663;Female;17;Loyal Customer;29
107035;Female;40;Loyal Customer;45
121308;Female;18;disloyal Customer;13
123342;Female;23;Loyal Customer;3
32903;Female;29;Loyal Customer;63
17667;Female;19;disloyal Customer;31
6464;Female;44;Loyal Customer;7
101707;Female;18;Loyal Customer;13
7978;Female;49;Loyal Customer;10
110803;Male;33;Loyal Customer;26
95617;Female;55;Loyal Customer;14
60591;Female;27;Loyal Customer;33
54418;Female;42;Loyal Customer;24
124866;Male;18;Loyal Customer;23
51574;Female;20;disloyal Customer;14
114082;Female;80;Loyal Customer;11
35331;Female;62;Loyal Customer;3
70468;Male;59;Loyal Customer;67
119099;Male;47;Loyal Customer;56
110397;Male;27;disloyal Customer;73
108193;Male;55;Loyal Customer;48
29278;Male;54;Loyal Customer;52
98147;Female;52;Loyal Customer;19
97689;Female;27;disloyal Customer;77
20805;Male;50;disloyal Customer;18
30441;Male;58;Loyal Customer;42
62128;Female;25;Loyal Customer;47
50959;Male;70;Loyal Customer;44
3920;Male;9;Loyal Customer;76
22989;Female;62;Loyal Customer;3
111036;Male;72;disloyal Customer;37
34805;Male;13;Loyal Customer;50
68068;Female;23;Loyal Customer;75
117139;Male;29;Loyal Customer;23
118651;Female;46;Loyal Customer;38
16985;Male;40;Loyal Customer;29
85072;Male;23;Loyal Customer;23
15670;Male;45;Loyal Customer;66
68137;Male;54;Loyal Customer;49
123164;Female;54;Loyal Customer;9
36845;Male;35;Loyal Customer;76
17451;Male;60;Loyal Customer;34
45594;Female;62;disloyal Customer;66
123709;Female;59;Loyal Customer;55
118741;Male;54;Loyal Customer;1
