123506;990;0;0.0;Personal Travel;51;110840
123507;444;20;32.0;Business travel;52;88249
123508;520;17;0.0;Business travel;53;125877
123509;321;0;0.0;Business travel;54;83968
123510;651;0;0.0;Business travel;55;122719
123511;764;30;46.0;Business travel;56;3949
123512;566;0;0.0;Business travel;57;45542
123513;626;0;0.0;Personal Travel;58;43742
123514;130;3;4.0;Personal Travel;59;122093
123515;331;0;0.0;Business travel;60;121454
123516;158;66;57.0;Business travel;61;738
123517;1829;0;0.0;Personal Travel;62;75235
123518;646;0;3.0;Personal Travel;63;88653
123519;404;9;6.0;Business travel;64;26594
123520;2738;0;0.0;Business travel;65;38339
123521;964;6;0.0;Personal Travel;66;46063
123522;1660;0;0.0;Business travel;67;27957
123523;872;14;0.0;Personal Travel;68;17270
123524;1898;49;47.0;Business travel;69;87976
123525;967;44;40.0;Business travel;70;31640
123526;1242;3;0.0;Personal Travel;71;41461
123527;1042;0;0.0;Business travel;72;15143
123528;153;0;0.0;Personal Travel;73;78136
123529;366;5;24.0;Business travel;74;120433
123530;913;0;0.0;Business travel;75;41440
123531;528;0;0.0;Personal Travel;76;15963
123532;1172;28;27.0;Business travel;77;64303
123533;999;0;0.0;Personal Travel;78;3608
123534;489;0;0.0;Business travel;79;7744
123535;692;0;0.0;Business travel;80;21276
123536;1585;24;20.0;Business travel;81;58576
123537;140;0;0.0;Personal Travel;82;53888
123538;2729;44;52.0;Business travel;83;10980
123539;1400;1;0.0;Business travel;84;54151
123540;447;7;0.0;Business travel;85;115641
123541;334;5;0.0;Personal Travel;86;58584
123542;158;24;20.0;Business travel;87;50472
123543;3696;9;0.0;Business travel;88;102623
123544;846;9;17.0;Personal Travel;89;31533
123545;329;0;0.0;Business travel;90;42287
123546;2580;0;11.0;Business travel;91;70467
123547;84;0;34.0;Business travel;92;20461
123548;3358;0;0.0;Business travel;93;113346
123549;308;83;95.0;Business travel;94;115566
123550;912;5;0.0;Business travel;95;119896
123551;406;0;0.0;Personal Travel;96;88853
123552;397;0;0.0;Personal Travel;97;24895
123553;2409;0;0.0;Business travel;98;31122
123554;545;0;0.0;Personal Travel;99;91231
123555;2419;0;0.0;Business travel;100;61426
123556;1061;13;0.0;Business travel;101;68873
123557;899;0;0.0;Personal Travel;102;125701
123558;293;5;0.0;Personal Travel;103;94999
123559;1085;0;0.0;Personal Travel;104;56694
123560;2475;0;0.0;Business travel;105;62010
123561;2544;62;66.0;Business travel;106;95868
123562;2556;117;113.0;Business travel;107;123064
123563;237;0;2.0;Personal Travel;108;103418
123564;1120;16;13.0;Personal Travel;109;73456
123565;2668;2;0.0;Business travel;110;8851
123566;1660;0;7.0;Business travel;111;64241
123567;1310;0;24.0;Business travel;112;81723
123568;2374;0;0.0;Business travel;113;88237
123569;209;0;0.0;Personal Travel;114;50619
123570;305;5;2.0;Personal Travel;115;54444
123571;247;16;6.0;Business travel;116;64765
123572;338;0;0.0;Business travel;117;15941
123573;3200;0;0.0;Business travel;118;14965
123574;1368;0;0.0;Personal Travel;119;36897
123575;1999;0;4.0;Business travel;120;127954
123576;680;0;0.0;Business travel;121;27872
123577;537;0;0.0;Business travel;122;35854
123578;288;29;40.0;Business travel;123;14527
123579;639;0;11.0;Personal Travel;124;47021
123580;201;3;8.0;Personal Travel;125;11224
123581;213;0;17.0;Personal Travel;126;3921
123582;1096;0;0.0;Personal Travel;127;69463
123583;1680;27;10.0;Business travel;128;47050
123584;2401;94;86.0;Business travel;129;21970
123585;2746;0;0.0;Business travel;130;30046
123586;89;0;0.0;Personal Travel;131;1256
123587;192;5;8.0;Personal Travel;132;73813
123588;404;0;0.0;Personal Travel;133;110928
123589;546;93;88.0;Business travel;134;102981
123590;2400;0;0.0;Business travel;135;61571
123591;599;0;46.0;Business travel;136;3796
123592;2342;10;0.0;Business travel;137;73906
123593;3046;0;0.0;Business travel;138;74090
123594;516;0;0.0;Personal Travel;139;76645
123595;759;2;1.0;Business travel;140;100462
123596;1400;0;0.0;Business travel;141;54164
123597;491;0;0.0;Business travel;142;6147
123598;134;8;3.0;Personal Travel;143;1262
123599;900;5;0.0;Business travel;144;20310
123600;3648;0;0.0;Business travel;145;46896
123601;3769;180;178.0;Business travel;146;7237
123602;563;0;0.0;Business travel;147;44293
123603;3131;0;0.0;Business travel;148;52496
123604;631;0;0.0;Personal Travel;149;68263
123605;351;0;0.0;Personal Travel;150;5289
123606;1189;9;0.0;Business travel;151;109359
123607;562;0;0.0;Personal Travel;152;94988
123608;1874;86;78.0;Business travel;153;53605
123609;158;0;0.0;Business travel;154;11005
123610;95;0;0.0;Business travel;155;14794
123611;266;0;0.0;Business travel;156;49480
123612;449;0;0.0;Business travel;157;120440
123613;1416;0;0.0;Business travel;158;55823
123614;2388;29;18.0;Business travel;159;107792
123615;1678;0;0.0;Business travel;160;80531
123616;1972;0;0.0;Business travel;161;128145
123617;337;0;0.0;Personal Travel;162;63370
123618;253;0;0.0;Personal Travel;163;12452
123619;212;82;72.0;Business travel;164;16145
123620;342;32;41.0;Business travel;165;44418
123621;3556;0;0.0;Business travel;166;95746
123622;191;16;12.0;Business travel;167;41134
123623;693;100;91.0;Personal Travel;168;3214
123624;641;0;0.0;Business travel;169;74101
123625;471;0;0.0;Business travel;170;106220
123626;3823;1;0.0;Business travel;171;88134
123627;282;9;1.0;Business travel;172;64475
123628;544;0;0.0;Business travel;173;123812
123629;2955;0;0.0;Business travel;174;88893
123630;2806;0;4.0;Business travel;175;31244
123631;587;0;0.0;Personal Travel;176;97762
123632;2073;6;0.0;Business travel;177;59851
123633;1249;25;6.0;Personal Travel;178;25137
123634;284;34;35.0;Personal Travel;179;18412
123635;946;2;0.0;Business travel;180;87192
123636;3947;25;16.0;Business travel;181;127062
123637;895;40;25.0;Personal Travel;182;112169
123638;1634;90;77.0;Business travel;183;127798
123639;588;0;0.0;Personal Travel;184;91778
123640;2533;0;0.0;Business travel;185;42609
123641;641;0;0.0;Personal Travel;186;67482
123642;581;1;3.0;Personal Travel;187;91108
123643;223;0;0.0;Business travel;188;102318
123644;326;0;0.0;Business travel;189;51281
123645;599;0;0.0;Personal Travel;190;6528
123646;2075;0;0.0;Business travel;191;121232
123647;964;1;3.0;Business travel;192;72478
123648;599;8;0.0;Business travel;193;122788
123649;3138;0;0.0;Business travel;194;5528
123650;251;0;4.0;Personal Travel;195;107726
123651;1119;0;0.0;Personal Travel;196;72606
123652;337;0;0.0;Business travel;197;75522
123653;759;23;94.0;Business travel;198;125687
123654;2344;0;0.0;Business travel;199;79908
123655;296;0;0.0;Business travel;200;117345
123656;1005;168;163.0;Personal Travel;201;73465
123657;580;18;16.0;Business travel;202;95851
123658;359;0;0.0;Business travel;203;44992
123659;1217;0;0.0;Personal Travel;204;70631
123660;384;96;102.0;Business travel;205;13761
123661;2586;45;42.0;Personal Travel;206;74968
123662;2903;0;1.0;Business travel;207;12371
123663;3170;16;0.0;Business travel;208;8378
123664;1276;35;49.0;Business travel;209;82080
123665;825;0;4.0;Business travel;210;107972
123666;2204;6;0.0;Business travel;211;101228
123667;3464;0;0.0;Business travel;212;85577
123668;562;0;0.0;Personal Travel;213;2717
123669;404;0;0.0;Personal Travel;214;88529
123670;1199;0;15.0;Business travel;215;91613
123671;1968;0;0.0;Business travel;216;88865
123672;2560;0;3.0;Business travel;217;96960
123673;308;0;0.0;Business travel;218;51191
123674;362;0;0.0;Personal Travel;219;9461
123675;1562;2;25.0;Business travel;220;66384
123676;129;13;9.0;Personal Travel;221;41934
123677;591;0;0.0;Personal Travel;222;25381
123678;3692;0;0.0;Business travel;223;14757
123679;1859;16;15.0;Business travel;224;94013
123680;986;24;32.0;Business travel;225;80107
123681;1024;13;11.0;Business travel;226;23590
123682;919;85;72.0;Business travel;227;110384
123683;576;0;0.0;Business travel;228;15069
123684;423;6;13.0;Business travel;229;17128
123685;1416;1;0.0;Business travel;230;54060
123686;1464;0;0.0;Business travel;231;129240
123687;715;11;4.0;Personal Travel;232;97165
123688;541;86;85.0;Business travel;233;111696
123689;293;3;0.0;Business travel;234;1887
123690;2092;26;23.0;Business travel;235;89086
123691;1053;34;15.0;Personal Travel;236;35485
123692;2521;0;2.0;Personal Travel;237;35719
123693;2544;0;0.0;Business travel;238;85669
123694;158;0;0.0;Personal Travel;239;1137
123695;1741;0;0.0;Business travel;240;8358
123696;2651;10;0.0;Business travel;241;17217
123697;760;102;88.0;Personal Travel;242;44847
123698;1036;12;9.0;Personal Travel;243;96673
123699;2586;0;0.0;Business travel;244;80152
123700;1081;4;0.0;Business travel;245;82277
123701;646;1;0.0;Personal Travel;246;123927
123702;308;0;0.0;Business travel;247;115766
123703;227;0;0.0;Personal Travel;248;21134
123704;1754;33;28.0;Business travel;249;112062
123705;2176;5;0.0;Business travel;250;28643
123706;271;0;0.0;Business travel;251;108010
123707;1522;0;0.0;Business travel;252;92145
123708;325;0;0.0;Business travel;253;115846
123709;3217;19;16.0;Business travel;254;99685
123710;1491;15;14.0;Business travel;255;112072
123711;331;0;0.0;Personal Travel;256;119226
123712;371;35;30.0;Business travel;257;115925
123713;727;0;0.0;Personal Travel;258;106552
123714;1249;40;44.0;Personal Travel;259;25126
123715;2614;0;9.0;Business travel;260;33426
123716;951;57;41.0;Business travel;261;125844
123717;2498;0;0.0;Business travel;262;70328
123718;545;14;20.0;Personal Travel;263;88847
123719;1838;0;0.0;Personal Travel;264;108398
123720;3724;19;7.0;Business travel;265;97316
123721;280;0;6.0;Business travel;266;124811
123722;641;0;0.0;Business travel;267;23012
123723;488;0;0.0;Personal Travel;268;18088
123724;1237;6;0.0;Personal Travel;269;37982
123725;1062;0;0.0;Business travel;270;31332
123726;2699;0;3.0;Business travel;271;97455
123727;679;51;71.0;Business travel;272;28901
123728;423;0;5.0;Business travel;273;107606
123729;4817;0;19.0;Business travel;274;53258
123730;3833;0;3.0;Business travel;275;14292
123731;2559;0;0.0;Business travel;276;68232
123732;373;0;0.0;Business travel;277;51224
123733;2279;17;79.0;Personal Travel;278;121386
123734;862;0;0.0;Business travel;279;31668
123735;666;243;251.0;Personal Travel;280;24628
123736;759;0;0.0;Business travel;281;95876
123737;2338;152;151.0;Personal Travel;282;62793
123738;946;0;0.0;Personal Travel;283;83516
123739;772;0;0.0;Business travel;284;13221
123740;1011;0;0.0;Business travel;285;100404
123741;257;0;1.0;Business travel;286;121453
123742;164;0;0.0;Business travel;287;21454
123743;166;17;17.0;Business travel;288;15937
123744;2280;19;38.0;Business travel;289;70105
123745;590;0;0.0;Personal Travel;290;47540
123746;1597;0;5.0;Business travel;291;57561
123747;2264;0;0.0;Business travel;292;124103
123748;814;0;0.0;Business travel;293;125736
123749;1024;2;0.0;Personal Travel;294;93362
123750;3276;0;0.0;Business travel;295;95429
123751;2567;0;12.0;Business travel;296;106943
123752;889;38;30.0;Personal Travel;297;100691
123753;1009;0;0.0;Business travel;298;119948
123754;198;42;65.0;Business travel;299;15778
123755;1598;0;0.0;Business travel;300;68342
123756;873;57;65.0;Personal Travel;301;24665
123757;1399;16;4.0;Business travel;302;81029
123758;1145;0;10.0;Personal Travel;303;70371
123759;282;18;10.0;Personal Travel;304;1386
123760;1076;47;62.0;Business travel;305;35225
123761;3927;0;1.0;Business travel;306;86204
123762;507;0;0.0;Personal Travel;307;126370
123763;325;0;0.0;Personal Travel;308;116184
123764;3404;8;0.0;Business travel;309;89613
123765;2387;33;21.0;Business travel;310;99020
123766;192;0;1.0;Business travel;311;18463
123767;972;0;0.0;Business travel;312;96637
123768;362;0;17.0;Business travel;313;114678
123769;1587;60;68.0;Business travel;314;97639
123770;2611;0;0.0;Business travel;315;75061
123771;651;0;0.0;Personal Travel;316;51744
123772;342;0;0.0;Personal Travel;317;44413
123773;1625;0;4.0;Business travel;318;2389
123774;361;0;0.0;Personal Travel;319;105062
123775;3511;0;29.0;Business travel;320;91464
123776;927;0;0.0;Personal Travel;321;55721
123777;3666;0;0.0;Business travel;322;65726
123778;1187;33;40.0;Business travel;323;8473
123779;106;11;4.0;Business travel;324;13488
123780;235;24;24.0;Business travel;325;58611
123781;965;0;0.0;Personal Travel;326;39607
123782;936;0;0.0;Personal Travel;327;41704
123783;1558;91;93.0;Personal Travel;328;126579
123784;222;0;0.0;Business travel;329;44232
123785;680;2;0.0;Personal Travel;330;44021
123786;641;13;1.0;Personal Travel;331;67502
123787;3065;0;0.0;Business travel;332;19525
123788;3736;52;41.0;Business travel;333;110015
123789;1024;12;5.0;Personal Travel;334;30960
123790;685;0;0.0;Personal Travel;335;2153
123791;296;19;12.0;Business travel;336;115097
123792;337;5;0.0;Business travel;337;63204
123793;1363;238;232.0;Business travel;338;113849
123794;189;13;11.0;Business travel;339;95508
123795;1620;7;0.0;Business travel;340;112350
123796;552;4;0.0;Business travel;341;20650
123797;1616;2;6.0;Business travel;342;65517
123798;646;0;0.0;Business travel;343;116988
123799;404;21;13.0;Personal Travel;344;116210
123800;3601;0;0.0;Business travel;345;15218
123801;635;150;156.0;Business travel;346;35387
123802;646;13;4.0;Business travel;347;20002
123803;317;23;14.0;Business travel;348;102927
123804;1892;0;0.0;Business travel;349;92462
123805;612;0;0.0;Personal Travel;350;70950
123806;2609;0;0.0;Business travel;351;76034
123807;1357;4;0.0;Personal Travel;352;97177
123808;237;3;12.0;Personal Travel;353;51719
123809;2442;0;0.0;Business travel;354;129201
123810;950;0;0.0;Personal Travel;355;35558
123811;2896;2;0.0;Business travel;356;109398
123812;1537;0;0.0;Business travel;357;65351
123813;197;3;0.0;Personal Travel;358;102482
123814;789;0;0.0;Personal Travel;359;17932
123815;541;0;0.0;Personal Travel;360;122276
123816;782;9;19.0;Business travel;361;57484
123817;951;0;0.0;Business travel;362;121069
123818;563;0;0.0;Personal Travel;363;41414
123819;109;0;5.0;Business travel;364;49839
123820;414;1;0.0;Business travel;365;48189
123821;502;0;0.0;Business travel;366;82445
123822;990;37;38.0;Business travel;367;108108
123823;1192;0;32.0;Business travel;368;63984
123824;2869;0;1.0;Business travel;369;105287
123825;401;71;117.0;Personal Travel;370;9385
123826;425;0;0.0;Business travel;371;25265
123827;1095;0;0.0;Business travel;372;119844
123828;1609;12;0.0;Business travel;373;33840
123829;1310;52;27.0;Business travel;374;81815
123830;946;0;0.0;Personal Travel;375;83524
123831;3804;0;0.0;Business travel;376;78999
123832;125;47;94.0;Personal Travel;377;46712
123833;429;35;29.0;Personal Travel;378;41188
123834;3004;5;14.0;Business travel;379;5326
123835;1455;0;0.0;Business travel;380;80176
123836;833;0;0.0;Business travel;381;46900
123837;1892;0;0.0;Personal Travel;382;89219
123838;789;0;0.0;Business travel;383;17928
123839;2254;2;0.0;Business travel;384;55425
123840;444;12;16.0;Business travel;385;88130
123841;522;40;26.0;Business travel;386;48354
123842;283;20;16.0;Business travel;387;105905
123843;1529;0;0.0;Business travel;388;60943
123844;1099;51;51.0;Business travel;389;101584
123845;2580;0;0.0;Business travel;390;71388
123846;1262;0;0.0;Business travel;391;77866
123847;109;0;11.0;Business travel;392;49223
123848;271;100;93.0;Personal Travel;393;106530
123849;2777;2;0.0;Business travel;394;28676
123850;2865;2;0.0;Business travel;395;39553
123851;920;0;0.0;Business travel;396;109597
123852;414;2;0.0;Business travel;397;62291
123853;2154;0;0.0;Business travel;398;40177
123854;2349;0;0.0;Business travel;399;33413
123855;1773;0;0.0;Business travel;400;127599
123856;802;0;0.0;Personal Travel;401;66723
123857;192;0;0.0;Business travel;402;73698
123858;937;0;0.0;Personal Travel;403;27641
123859;1050;0;0.0;Business travel;404;83891
123860;370;3;8.0;Business travel;405;51662
123861;413;7;14.0;Personal Travel;406;19833
123862;372;89;88.0;Personal Travel;407;63416
123863;641;7;17.0;Business travel;408;7645
123864;528;0;0.0;Business travel;409;86002
123865;989;6;3.0;Personal Travel;410;64457
123866;920;0;0.0;Personal Travel;411;109551
123867;853;0;0.0;Business travel;412;86553
123868;352;108;99.0;Business travel;413;17491
123869;2690;0;0.0;Business travel;414;114667
123870;1846;62;55.0;Business travel;415;59149
123871;2475;0;0.0;Business travel;416;74892
123872;461;141;121.0;Business travel;417;15197
123873;622;10;11.0;Personal Travel;418;6867
123874;533;0;0.0;Business travel;419;111943
123875;125;0;0.0;Personal Travel;420;46720
123876;1464;0;3.0;Business travel;421;67966
123877;2355;24;0.0;Business travel;422;33341
123878;77;0;0.0;Business travel;423;50319
123879;2563;0;0.0;Business travel;424;82927
123880;986;0;6.0;Business travel;425;14562
123881;1750;132;117.0;Business travel;426;108335
123882;793;91;71.0;Personal Travel;427;97959
123883;229;0;0.0;Business travel;428;1026
123884;1874;0;0.0;Business travel;429;26910
123885;319;0;0.0;Business travel;430;14054
123886;2571;0;0.0;Business travel;431;109458
123887;261;87;75.0;Personal Travel;432;51772
123888;557;81;63.0;Personal Travel;433;15019
123889;196;0;5.0;Business travel;434;23664
123890;3934;0;0.0;Business travel;435;6731
123891;2704;60;75.0;Business travel;436;57753
123892;2334;0;0.0;Business travel;437;29788
123893;3848;0;0.0;Business travel;438;28336
123894;409;0;14.0;Personal Travel;439;2878
123895;907;19;11.0;Business travel;440;81675
123896;262;70;55.0;Personal Travel;441;50905
123897;2141;0;0.0;Business travel;442;90850
123898;859;0;0.0;Business travel;443;29340
123899;237;0;0.0;Personal Travel;444;68731
123900;308;91;92.0;Personal Travel;445;115978
123901;3679;0;0.0;Business travel;446;29829
123902;501;0;0.0;Personal Travel;447;82401
123903;550;0;0.0;Business travel;448;80083
123904;1118;0;20.0;Business travel;449;42783
123905;3179;0;0.0;Business travel;450;39020
123906;1085;8;11.0;Personal Travel;451;46111
123907;2807;0;7.0;Business travel;452;66327
123908;3802;0;0.0;Business travel;453;43012
123909;926;26;44.0;Business travel;454;82776
123910;192;0;0.0;Personal Travel;455;48215
123911;235;0;0.0;Business travel;456;57441
123912;733;0;0.0;Personal Travel;457;55928
123913;814;32;12.0;Personal Travel;458;98446
123914;2075;0;0.0;Business travel;459;121273
123915;2338;1;0.0;Personal Travel;460;59385
123916;834;14;0.0;Business travel;461;27078
123917;1778;4;7.0;Business travel;462;104661
123918;1052;0;0.0;Business travel;463;111483
123919;657;6;0.0;Business travel;464;11558
123920;577;0;0.0;Business travel;465;83673
123921;449;4;0.0;Business travel;466;120382
123922;237;0;0.0;Personal Travel;467;82170
123923;544;0;0.0;Business travel;468;117397
123924;2556;0;0.0;Business travel;469;59357
123925;2475;0;0.0;Personal Travel;470;91983
123926;3034;8;28.0;Business travel;471;119617
123927;366;0;0.0;Business travel;472;90639
123928;956;1;13.0;Business travel;473;59638
123929;2218;0;0.0;Business travel;474;119074
123930;456;19;45.0;Personal Travel;475;13395
123931;1892;28;45.0;Personal Travel;476;108871
123932;1262;9;0.0;Business travel;477;104029
123933;3423;0;0.0;Business travel;478;12025
123934;493;0;0.0;Business travel;479;42755
123935;163;0;0.0;Personal Travel;480;32936
123936;1117;7;0.0;Personal Travel;481;53978
123937;2187;0;0.0;Business travel;482;70029
123938;1342;0;0.0;Personal Travel;483;96407
123939;304;0;0.0;Personal Travel;484;127129
123940;1750;0;7.0;Business travel;485;113946
123941;216;0;0.0;Personal Travel;486;40606
123942;489;8;14.0;Personal Travel;487;7742
123943;370;0;0.0;Personal Travel;488;128529
123944;1747;132;123.0;Business travel;489;80556
123945;773;140;129.0;Business travel;490;22155
123946;200;40;27.0;Personal Travel;491;56314
123947;405;0;5.0;Business travel;492;82206
123948;1598;0;0.0;Business travel;493;68344
123949;201;0;0.0;Business travel;494;18464
123950;2475;4;0.0;Business travel;495;129310
123951;3935;0;25.0;Business travel;496;70613
123952;2657;8;7.0;Business travel;497;8558
123953;292;32;29.0;Business travel;498;86840
123954;544;62;46.0;Business travel;499;122170
123955;861;0;0.0;Personal Travel;500;24839
123956;271;62;84.0;Business travel;501;87935
123957;134;43;41.0;Business travel;502;10735
123958;1276;10;0.0;Business travel;503;118083
123959;3185;0;0.0;Business travel;504;15189
123960;451;0;2.0;Business travel;505;116832
123961;1981;0;0.0;Business travel;506;99415
123962;1605;41;19.0;Personal Travel;507;111821
123963;1005;3;0.0;Business travel;508;60089
123964;455;0;0.0;Business travel;509;51644
123965;308;2;0.0;Personal Travel;510;129771
123966;812;0;0.0;Business travel;511;5412
123967;414;17;2.0;Business travel;512;98444
123968;190;0;0.0;Business travel;513;39113
123969;1197;0;5.0;Business travel;514;36518
123970;814;25;19.0;Personal Travel;515;119576
123971;1514;0;0.0;Personal Travel;516;57227
123972;632;9;;Personal Travel;517;107365
123973;213;0;0.0;Business travel;518;233
123974;852;1;1.0;Personal Travel;519;70295
123975;1056;214;210.0;Business travel;520;110124
123976;1013;0;0.0;Business travel;521;46382
123977;575;0;8.0;Business travel;522;121254
123978;3236;0;13.0;Business travel;523;92891
123979;2764;8;15.0;Business travel;524;57816
123980;399;0;0.0;Personal Travel;525;36109
123981;408;0;0.0;Business travel;526;1770
123982;1162;0;4.0;Business travel;527;70400
123983;1744;0;0.0;Personal Travel;528;75299
123984;366;63;47.0;Personal Travel;529;121885
123985;368;0;0.0;Personal Travel;530;93772
123986;239;0;0.0;Business travel;531;15078
123987;695;7;32.0;Personal Travel;532;17597
123988;1020;5;0.0;Business travel;533;4927
123989;163;0;0.0;Personal Travel;534;32994
123990;125;0;0.0;Business travel;535;8213
123991;1208;1;0.0;Business travel;536;53073
123992;667;35;35.0;Personal Travel;537;19789
123993;334;0;0.0;Business travel;538;84270
123994;2046;0;62.0;Business travel;539;74151
123995;1566;0;0.0;Business travel;540;117893
123996;445;2;0.0;Personal Travel;541;15249
123997;2590;0;0.0;Business travel;542;114937
123998;2136;1;0.0;Business travel;543;85861
123999;643;0;0.0;Business travel;544;17158
124000;1440;15;3.0;Business travel;545;128028
124001;594;0;0.0;Personal Travel;546;3109
124002;296;28;51.0;Business travel;547;6332
124003;2611;17;10.0;Business travel;548;129473
124004;867;0;0.0;Personal Travel;549;70511
124005;862;0;1.0;Personal Travel;550;8529
124006;257;6;0.0;Business travel;551;44101
124007;2398;109;100.0;Business travel;552;20031
124008;812;38;22.0;Personal Travel;553;2103
124009;2496;0;0.0;Business travel;554;33484
124010;140;71;58.0;Business travel;555;41094
124011;3142;145;147.0;Business travel;556;76419
124012;842;0;0.0;Business travel;557;107120
124013;861;26;14.0;Personal Travel;558;109543
124014;1747;10;0.0;Personal Travel;559;86687
124015;302;17;3.0;Business travel;560;106144
124016;602;0;0.0;Personal Travel;561;126649
124017;265;97;123.0;Business travel;562;5451
124018;283;13;8.0;Business travel;563;99445
124019;473;0;0.0;Business travel;564;44102
124020;1253;0;0.0;Business travel;565;81994
124021;2758;0;0.0;Business travel;566;54677
124022;3344;0;2.0;Business travel;567;32338
124023;2565;0;0.0;Personal Travel;568;56855
124024;3494;1;0.0;Business travel;569;5993
124025;780;26;23.0;Business travel;570;100442
124026;721;0;0.0;Personal Travel;571;74164
124027;1440;3;0.0;Personal Travel;572;59220
124028;2624;0;0.0;Business travel;573;47033
124029;493;15;0.0;Personal Travel;574;51724
124030;307;19;11.0;Business travel;575;107246
124031;2864;8;0.0;Business travel;576;102045
124032;2614;9;3.0;Business travel;577;80996
124033;2633;0;3.0;Business travel;578;55696
124034;489;0;0.0;Personal Travel;579;4705
124035;3139;0;0.0;Business travel;580;124533
124036;2139;38;25.0;Business travel;581;89236
124037;671;60;71.0;Business travel;582;27404
124038;1578;0;0.0;Business travel;583;66299
124039;1121;0;0.0;Personal Travel;584;90250
124040;2475;15;79.0;Personal Travel;585;69604
124041;2454;0;0.0;Personal Travel;586;62231
124042;872;0;0.0;Personal Travel;587;127414
124043;1979;0;29.0;Personal Travel;588;83287
124044;2425;2;0.0;Business travel;589;62159
124045;1306;0;0.0;Personal Travel;590;89936
124046;1694;0;0.0;Business travel;591;92960
124047;302;0;0.0;Personal Travel;592;96429
124048;2048;26;23.0;Business travel;593;20254
124049;950;0;34.0;Personal Travel;594;80034
124050;861;0;3.0;Business travel;595;120984
124051;467;7;0.0;Business travel;596;58651
124052;174;0;7.0;Business travel;597;45129
124053;3218;16;16.0;Business travel;598;64820
124054;143;12;2.0;Personal Travel;599;22529
124055;255;0;2.0;Business travel;600;117917
124056;284;0;0.0;Personal Travel;601;9639
124057;404;7;0.0;Personal Travel;602;91209
124058;279;10;0.0;Business travel;603;61396
124059;1884;0;0.0;Business travel;604;12717
124060;594;0;0.0;Personal Travel;605;82915
124061;237;93;123.0;Business travel;606;120263
124062;849;0;0.0;Business travel;607;108065
124063;3136;56;61.0;Business travel;608;122726
124064;991;3;0.0;Business travel;609;24852
124065;2133;26;18.0;Business travel;610;117853
124066;3925;0;0.0;Business travel;611;81119
124067;319;0;0.0;Personal Travel;612;16367
124068;157;30;49.0;Business travel;613;44186
124069;543;48;42.0;Business travel;614;113137
124070;2778;114;95.0;Business travel;615;108721
124071;3882;1;0.0;Business travel;616;93342
124072;2556;4;10.0;Business travel;617;75321
124073;209;0;2.0;Business travel;618;49436
124074;936;0;0.0;Personal Travel;619;65748
124075;236;5;0.0;Personal Travel;620;102057
124076;129;0;0.0;Personal Travel;621;39468
124077;2846;0;0.0;Personal Travel;622;28492
124078;247;5;0.0;Business travel;623;64793
124079;2187;277;275.0;Business travel;624;18513
124080;522;0;0.0;Business travel;625;8799
124081;1576;0;0.0;Personal Travel;626;92140
124082;1756;9;40.0;Personal Travel;627;93211
124083;583;1;0.0;Business travel;628;66112
124084;3548;0;8.0;Business travel;629;108771
124085;944;0;0.0;Business travel;630;35164
124086;522;10;6.0;Personal Travel;631;48375
124087;1013;9;29.0;Business travel;632;46358
124088;304;0;2.0;Personal Travel;633;128508
124089;2234;0;0.0;Business travel;634;98704
